Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2017-08-21,2017-08-23,Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Chairs,6.7655002314012656,4,0.0,225.264
2017-11-23,2017-11-26,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Furniture,Furnishings,3.380994674344636,2,0.0,11.076
2017-11-23,2017-11-26,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Office Supplies,Binders,5.666149833182646,8,0.0,138.2016
2014-09-12,2014-09-13,First Class,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,4.262539022051294,1,0.0,30.0957
2017-10-01,2017-10-08,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,2.037577337581137,6,0.2,0.5004
2016-04-15,2016-04-21,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,5.2501140301614955,2,0.7,-145.3508
2016-04-15,2016-04-21,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,6.015532574441682,7,0.2,76.6395
2016-04-15,2016-04-21,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,5.6800360809262,5,0.2,54.7425
2016-04-15,2016-04-21,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Storage,1.7523253999826478,2,0.2,-0.7748
2016-06-06,2016-06-07,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,6.572702035114338,5,0.0,207.147
2014-12-19,2014-12-25,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.7599247457080365,2,0.7,-3.6892
2014-12-19,2014-12-25,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,5.516649360865024,5,0.2,-18.585
2016-06-12,2016-06-14,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,6.916694207451195,3,0.3,43.1991
2016-06-12,2016-06-14,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,5.750945919609682,7,0.2,113.6394
2017-09-15,2017-09-19,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,3.4926212315811087,8,0.2,11.5536
2017-01-20,2017-01-23,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,5.341597138257978,3,0.1,2.3094
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,2.5817308344235403,1,0.0,3.666
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,5.277808489916496,3,0.0,23.3928
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,4.2759714333333765,3,0.0,20.5755
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,4.525693984486295,4,0.0,42.0256
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,5.496922293415092,3,0.0,29.1528
2016-09-05,2016-09-07,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,3.1376657694426577,7,0.0,10.584
2017-03-20,2017-03-25,Second Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,1.3635373739972745,1,0.0,1.3677
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,4.102973888920155,3,0.0,15.4752
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,5.093382034882496,3,0.0,9.7164
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,5.5792768932389905,6,0.0,71.2476
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,3.4493524235492026,3,0.0,7.9248
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,2.3832429960115,3,0.0,2.8536
2016-04-01,2016-04-03,Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,3.5868467285487844,4,0.0,9.1312
2017-10-20,2017-10-24,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,5.653765558333946,2,0.4,-75.8304
2017-10-20,2017-10-24,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,6.501902095582497,2,0.2,66.5408
2016-12-13,2016-12-17,Standard Class,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,4.1725394098071575,4,0.0,24.9132
2014-02-12,2014-02-18,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Chairs,4.871894163848395,2,0.2,-24.294
2016-09-26,2016-10-01,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,6.6181486891675725,3,0.3,-96.1146
2016-09-26,2016-10-01,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Envelopes,2.295359047902306,2,0.2,3.348
2015-12-15,2015-12-22,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,4.653198154998673,4,0.0,36.372
2015-12-15,2015-12-22,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,6.803405363606889,9,0.0,377.9622
2015-12-15,2015-12-22,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,3.957225790258975,3,0.2,18.6006
2016-04-22,2016-04-29,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,3.2011191032789417,5,0.2,7.068
2016-04-22,2016-04-29,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,7.149626370089079,6,0.5,-814.4832
2016-04-22,2016-04-29,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,3.3838816594524674,5,0.7,-20.889
2016-04-22,2016-04-29,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Supplies,5.2277661385970005,2,0.2,-34.758
2016-04-22,2016-04-29,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,4.372884976756598,2,0.2,5.8704
2015-01-17,2015-01-24,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,5.5441769441459785,7,0.6,-312.0614
2017-03-31,2017-04-04,Standard Class,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,5.329490399198929,2,0.32,-36.2352
2016-12-16,2016-12-20,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.7557868087692374,3,0.8,-7.9002
2015-12-20,2015-12-24,Standard Class,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,4.033886593184986,1,0.0,26.6304
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,5.8345767915708375,3,0.0,3.4092
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,5.410153867673198,2,0.15,10.4784
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,6.558152411711186,4,0.2,87.996
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,4.538175317163813,6,0.0,24.9804
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.153399325003416,7,0.0,28.819
2014-11-09,2014-11-11,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.562784469491653,5,0.0,45.528
2016-07-12,2016-07-19,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,4.572233685741827,6,0.2,7.182
2016-10-27,2016-11-02,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,3.7184382563554808,3,0.0,19.296
2016-06-26,2016-07-02,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,2.7536607123542622,5,0.0,6.615
2016-06-26,2016-07-02,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,6.558552349882106,5,0.0,84.51
2014-10-06,2014-10-10,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,2.3115448343655176,3,0.0,1.9089
2014-07-22,2014-07-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,1.9401794743463283,2,0.0,1.6688
2014-07-22,2014-07-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,5.0812801336655875,2,0.0,57.5928
2017-06-10,2017-06-13,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,3.4210000089583352,2,0.0,14.8
2017-06-10,2017-06-13,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,6.244487237699863,5,0.15,-30.245
2017-06-10,2017-06-13,First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,5.638212310446752,5,0.2,17.4975
2014-10-29,2014-10-31,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,7.914600171437134,6,0.2,341.994
2014-06-09,2014-06-13,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,2.196335293151335,1,0.2,0.5994
2014-06-09,2014-06-13,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,4.174141085748653,2,0.2,10.3974
2014-06-09,2014-06-13,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,4.267849589611482,2,0.2,6.1572
2014-09-14,2014-09-19,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,6.109580860554486,5,0.0,8.983
2014-09-14,2014-09-19,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,2.4907230351094403,3,0.0,5.0922
2016-05-09,2016-05-14,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,4.553666343120976,2,0.0,13.1572
2016-03-18,2016-03-21,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,5.251655436081806,3,0.4,-94.941
2015-12-27,2015-12-31,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,4.667393529168224,2,0.0,51.6558
2016-07-25,2016-07-31,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Binders,4.792611945476617,8,0.2,40.3704
2016-07-25,2016-07-31,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,5.548141796443577,4,0.0,81.8432
2016-07-25,2016-07-31,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Chairs,5.491282083440471,2,0.2,18.1176
2016-07-25,2016-07-31,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,4.252771798816619,9,0.0,22.869
2016-05-30,2016-06-04,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,3.1620938107692163,2,0.7,-15.08
2016-05-30,2016-06-04,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,2.7695842132194826,2,0.7,-11.9616
2016-05-30,2016-06-04,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,6.687816586616838,2,0.2,50.098
2016-05-30,2016-06-04,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,1.2166915767337105,3,0.7,-1.9008
2016-05-30,2016-06-04,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,3.5202240880837965,1,0.2,11.8871
2017-11-12,2017-11-15,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,2.8284963541780774,5,0.2,5.373
2015-03-16,2015-03-22,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,1.3190856114264407,1,0.0,0.7398
2015-03-16,2015-03-22,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,2.234306252240751,3,0.0,2.1684
2015-03-16,2015-03-22,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,3.865769620910684,3,0.0,11.685
2015-03-16,2015-03-22,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,8.757146661042908,5,0.0,3177.475
2017-11-26,2017-11-27,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,4.846546505563361,3,0.0,40.416
2017-11-26,2017-11-27,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,3.664586761544892,2,0.0,12.1728
2016-10-20,2016-10-23,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,2.0982632959204235,3,0.2,0.7152
2017-12-21,2017-12-25,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,2.0320878452963655,3,0.0,1.7901
2017-12-21,2017-12-25,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,1.9286186519452522,2,0.0,1.7052
2017-01-22,2017-01-27,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,8.006684184188607,5,0.0,1379.977
2017-01-22,2017-01-27,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,3.9598603348423063,3,0.0,13.8915
2017-01-22,2017-01-27,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,2.561867690924129,2,0.0,5.382
2017-01-22,2017-01-27,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,7.0273322601112405,3,0.0,56.301
2015-03-22,2015-03-26,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,2.964860609886904,1,0.2,5.2877
2015-03-22,2015-03-26,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,4.871894163848395,2,0.2,-25.9136
2015-03-22,2015-03-26,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.7154891301992086,9,0.8,-21.168
2017-01-23,2017-01-25,First Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Tables,5.356491930599109,2,0.0,21.098
2016-05-21,2016-05-23,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,4.028489619426076,3,0.2,-12.4146
2016-05-21,2016-05-23,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,4.208565706312124,2,0.0,27.1666
2015-12-26,2016-01-02,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,3.144152278672264,5,0.0,10.434
2017-10-21,2017-10-26,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,6.529348762814298,3,0.2,42.747
2017-10-21,2017-10-26,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,3.8436585079014898,3,0.2,5.1408
2015-09-03,2015-09-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,3.6199580086475143,3,0.2,-7.2672
2015-09-03,2015-09-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,6.503161790902847,1,0.2,-149.9058
2015-09-03,2015-09-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,3.979905927816107,6,0.2,19.692
2015-11-07,2015-11-09,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,5.25603597429143,1,0.2,11.92
2017-09-07,2017-09-11,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,3.8905950580145254,3,0.0,2.397
2016-05-29,2016-06-01,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,6.888521489866838,5,0.0,274.386
2016-05-29,2016-06-01,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,3.16758253048065,5,0.0,11.375
2016-07-10,2016-07-16,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,2.8773990865921264,2,0.2,1.4672
2017-09-03,2017-09-08,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.7754240555141223,7,0.8,-68.1856
2015-12-03,2015-12-08,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,2.4640234388715765,4,0.2,3.36
2015-12-07,2015-12-11,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,5.036562916106171,3,0.0,41.2938
2015-12-07,2015-12-11,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,5.6522084391101535,4,0.0,70.98
2014-02-01,2014-02-03,First Class,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,6.15251990610877,6,0.0,206.316
2016-07-14,2016-07-17,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,5.945064524273665,8,0.2,38.0864
2015-12-18,2015-12-23,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,6.473544957579167,9,0.2,-145.5246
2014-05-11,2014-05-16,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,4.079433949486346,2,0.2,7.264
2014-05-11,2014-05-16,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Phones,4.622931515566734,1,0.2,6.2995
2014-05-11,2014-05-16,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,4.206362865543993,4,0.6,-84.2928
2017-11-19,2017-11-22,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,3.7443141610020367,6,0.2,13.932
2017-11-19,2017-11-22,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,2.664446563620078,2,0.0,6.4128
2015-11-15,2015-11-17,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,5.526536017728995,9,0.2,15.642
2015-11-15,2015-11-17,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.51478902426987,3,0.8,-17.046
2015-11-15,2015-11-17,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,2.2741856184723477,5,0.2,-1.744
2016-04-15,2016-04-17,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,7.02337419684616,2,0.2,0.0
2017-09-11,2017-09-12,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,3.569645366190238,1,0.2,6.0382
2017-11-24,2017-11-28,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,2.470131364205846,3,0.2,2.5707
2017-06-29,2017-07-03,Second Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,7.167639547723882,2,0.0,310.9872
2014-03-03,2014-03-07,Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,3.0182762379888857,4,0.2,3.4048
2016-06-10,2016-06-15,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,3.077312260546414,2,0.0,9.936
2016-06-10,2016-06-15,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,7.197944206645099,4,0.2,-217.048
2016-06-10,2016-06-15,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,3.5085558999826545,5,0.0,15.552
2017-11-20,2017-11-22,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,3.775057150354989,3,0.0,16.614
2017-11-20,2017-11-22,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.44330986309078,7,0.2,27.3182
2014-09-14,2014-09-18,Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,2.639057329615259,5,0.2,1.3
2014-09-14,2014-09-18,Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,2.648158643861604,3,0.2,3.7743
2015-12-07,2015-12-09,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,1.601405740736836,2,0.0,0.0
2015-12-07,2015-12-09,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,1.2837077723447896,1,0.0,1.2006
2017-12-07,2017-12-10,First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,5.92792819030261,3,0.2,46.797
2017-10-01,2017-10-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,4.530877581406236,8,0.0,45.0016
2017-10-01,2017-10-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,4.407791842559908,7,0.2,27.3672
2017-10-01,2017-10-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,3.017493765335504,3,0.0,9.3312
2017-10-01,2017-10-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,6.1140184064875545,3,0.2,0.0
2017-12-28,2018-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,4.296604902619887,7,0.0,34.776
2017-12-28,2018-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,2.7053799725463312,4,0.0,6.4216
2017-12-28,2018-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.53409524031307,7,0.2,11.2266
2017-12-28,2018-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,2.7631695003232895,3,0.0,4.0095
2016-11-03,2016-11-07,Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,2.2844211223663744,3,0.0,2.3814
2015-09-18,2015-09-22,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,5.08586644477257,14,0.0,78.7528
2015-09-18,2015-09-22,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,3.040705639196722,4,0.0,9.7608
2015-09-18,2015-09-22,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,2.1162555148025524,2,0.0,2.19
2017-07-20,2017-07-26,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,4.258615289758647,2,0.2,8.714
2017-07-20,2017-07-26,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,2.2815657257699704,1,0.6,-5.7148
2015-09-10,2015-09-14,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,3.9611940494345954,4,0.0,1.5456
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,6.155656077029466,3,0.2,52.9173
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,4.668933406657911,2,0.2,9.2386
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,3.4704746571469,3,0.2,3.5046
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,2.051941867977251,7,0.7,-4.7481
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,6.009716953825067,4,0.2,30.4776
2015-07-03,2015-07-09,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,4.276388302650885,1,0.0,4.9686
2015-07-03,2015-07-09,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.6901229398702355,3,0.0,144.5157
2016-03-20,2016-03-24,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,4.451832508917844,2,0.2,-20.1362
2016-03-20,2016-03-24,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,3.0789698721240466,4,0.2,7.2576
2016-03-20,2016-03-24,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,2.880377537190962,3,0.7,-12.8961
2016-03-20,2016-03-24,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,2.4308023907947995,2,0.2,3.6288
2014-01-09,2014-01-13,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,2.3364066414695563,2,0.2,1.168
2014-01-09,2014-01-13,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,3.4719664525503626,3,0.2,9.75
2014-08-08,2014-08-15,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,4.34536265030229,2,0.0,22.0748
2014-08-08,2014-08-15,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,7.090889838533103,3,0.2,434.9913
2014-08-08,2014-08-15,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,6.1024691051508935,5,0.2,55.745
2014-08-08,2014-08-15,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,5.795328001280299,8,0.0,91.7728
2016-07-14,2016-07-16,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,2.536233276953341,2,0.2,1.0178
2016-07-16,2016-07-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,4.976609596783789,3,0.4,-28.7964
2016-07-16,2016-07-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,6.205317070181284,4,0.4,-115.3544
2016-07-16,2016-07-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,1.922787731634459,2,0.2,0.73
2014-03-15,2014-03-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,4.968256532887749,1,0.2,17.847
2014-03-15,2014-03-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,3.8436585079014898,3,0.2,5.1408
2014-03-15,2014-03-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,2.106326870461218,3,0.7,-5.5338
2014-03-15,2014-03-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.7884532590100286,4,0.7,-31.6712
2014-03-15,2014-03-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,4.889627063084178,3,0.2,47.8152
2014-05-23,2014-05-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,1.4544201901674911,2,0.7,-2.6256
2014-05-23,2014-05-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,3.0986498075606774,9,0.2,2.3814
2014-05-23,2014-05-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,4.028703210968663,2,0.4,-10.1178
2016-04-28,2016-05-01,First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,5.915058551905356,3,0.2,41.5773
2016-04-28,2016-05-01,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,2.8161270242542646,4,0.2,5.6956
2016-09-11,2016-09-13,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,2.245803078895061,2,0.2,2.64
2016-09-11,2016-09-13,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,6.592970558803589,9,0.4,-157.9383
2017-11-14,2017-11-17,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,4.795294554845067,10,0.4,15.992
2017-11-14,2017-11-17,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,1.5364370195496102,2,0.7,-2.7968
2017-08-18,2017-08-23,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,3.7252113833613265,2,0.0,15.7872
